qrCode,location,sublocation,irrigationProvided,nitrogenTreatment,poundsOfNitrogenPerAcre,experiment,block,row,range,plotNumber,genotype,earLength,earFillLength,earWidth,shelledCobWidth,kernelsPerRow,kernelRowNumber,kernelsPerEar,hundredKernelMass,kernelMassPerEar,shelledCobMass,kernelColor,earMass,notes,year,locationYear,environment,sampleID
22-A-1594277,Ames,Ames B1,0,Medium,150,LC_2232,1,57,3,1594277,NC302,12.035,NA,3.282,2.153,NA,10,99,27.172,26.9,11.2,NA,39.1,;;x - collect data; but analyze team may need to assess photos,2022,2022 Ames,2022 Ames Medium,NA
22-A-1594277,Ames,Ames B1,0,Medium,150,LC_2232,1,57,3,1594277,NC302,NA,NA,3.205,NA,NA,10,NA,NA,NA,NA,NA,24.5,;;x - collect data; but analyze team may need to assess photos,2022,2022 Ames,2022 Ames Medium,NA
22-A-1594278,Ames,Ames B1,0,Medium,150,LC_2232,1,47,3,1594278,NC346,13.785,NA,3.363,2.566,NA,14,48,29.792,14.3,12.1,NA,28.6,;;x - collect data; but analyze team may need to assess photos,2022,2022 Ames,2022 Ames Medium,NA
22-A-1594278,Ames,Ames B1,0,Medium,150,LC_2232,1,47,3,1594278,NC346,NA,NA,2.388,NA,NA,10,NA,NA,NA,NA,NA,15.9,;Seed missing on either side of ear at widest point;x - collect data; but analyze team may need to assess photos,2022,2022 Ames,2022 Ames Medium,NA
22-A-1594279,Ames,Ames B1,0,Medium,150,LC_2232,1,58,6,1594279,YU796_NS,9.528,NA,4.03,2.221,NA,12,209,22.679,47.4,14.7,NA,62.2,;;,2022,2022 Ames,2022 Ames Medium,NA
22-A-1594279,Ames,Ames B1,0,Medium,150,LC_2232,1,58,6,1594279,YU796_NS,10.714,NA,3.949,2.354,NA,10,215,26.186,56.3,15.1,NA,71.8,;;,2022,2022 Ames,2022 Ames Medium,NA
22-A-1594279,Ames,Ames B1,0,Medium,150,LC_2232,1,58,6,1594279,YU796_NS,12.202,NA,3.91,2.447,NA,10,202,25.545,51.6,19.8,NA,72.4,;;,2022,2022 Ames,2022 Ames Medium,NA
22-A-1594279,Ames,Ames B1,0,Medium,150,LC_2232,1,58,6,1594279,YU796_NS,10.106,NA,4.004,2.368,NA,12,274,25.474,69.8,13.3,NA,84.6,;;,2022,2022 Ames,2022 Ames Medium,NA
22-A-1594279,Ames,Ames B1,0,Medium,150,LC_2232,1,58,6,1594279,YU796_NS,9.648,NA,3.823,2.536,NA,10,146,28.082,41,13.7,NA,55.3,;;,2022,2022 Ames,2022 Ames Medium,NA
22-A-1594279,Ames,Ames B1,0,Medium,150,LC_2232,1,58,6,1594279,YU796_NS,NA,NA,4.094,NA,NA,12,NA,NA,NA,NA,NA,81.7,;;,2022,2022 Ames,2022 Ames Medium,NA
22-A-1594280,Ames,Ames B1,0,Medium,150,LC_2232,1,48,4,1594280,P39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022,2022 Ames,2022 Ames Medium,NA
22-A-1594281,Ames,Ames B1,0,Medium,150,LC_2232,1,53,4,1594281,IA2132,11.248,NA,3.924,2.538,NA,18,260,17.462,45.4,7,NA,51.1,;;,2022,2022 Ames,2022 Ames Medium,NA
22-A-1594281,Ames,Ames B1,0,Medium,150,LC_2232,1,53,4,1594281,IA2132,10.821,NA,3.925,2.376,NA,16,242,22.025,53.3,7.1,NA,59,;;,2022,2022 Ames,2022 Ames Medium,NA
22-A-1594281,Ames,Ames B1,0,Medium,150,LC_2232,1,53,4,1594281,IA2132,9.004,NA,3.333,2.236,NA,16,48,15,7.2,5.9,NA,14.9,;;x - collect data; but analyze team may need to assess photos,2022,2022 Ames,2022 Ames Medium,NA
22-A-1594281,Ames,Ames B1,0,Medium,150,LC_2232,1,53,4,1594281,IA2132,NA,NA,3.797,NA,NA,18,NA,NA,NA,NA,NA,48,;;,2022,2022 Ames,2022 Ames Medium,NA
22-A-1594282,Ames,Ames B1,0,Medium,150,LC_2232,1,56,5,1594282,F7,11.321,NA,2.757,2.081,NA,12,62,13.065,8.1,8.4,NA,17.3,;;x - collect data; but analyze team may need to assess photos,2022,2022 Ames,2022 Ames Medium,NA
22-A-1594282,Ames,Ames B1,0,Medium,150,LC_2232,1,56,5,1594282,F7,10.92,NA,2.858,2.194,NA,12,121,13.306,16.1,7,NA,23.8,;;x - collect data; but analyze team may need to assess photos,2022,2022 Ames,2022 Ames Medium,NA
22-A-1594282,Ames,Ames B1,0,Medium,150,LC_2232,1,56,5,1594282,F7,10.819,NA,2.634,1.917,NA,10,61,14.098,8.6,6.9,NA,16.1,;;x - collect data; but analyze team may need to assess photos,2022,2022 Ames,2022 Ames Medium,NA
22-A-1594282,Ames,Ames B1,0,Medium,150,LC_2232,1,56,5,1594282,F7,NA,NA,2.65,NA,NA,10,NA,NA,NA,NA,NA,17.5,;;x - collect data; but analyze team may need to assess photos,2022,2022 Ames,2022 Ames Medium,NA
22-A-1594283,Ames,Ames B1,0,Medium,150,LC_2232,1,54,4,1594283,H99,13.168,NA,2.896,2.077,NA,10,56,20.714,11.6,9.1,NA,21,;;x - collect data; but analyze team may need to assess photos,2022,2022 Ames,2022 Ames Medium,NA
22-A-1594283,Ames,Ames B1,0,Medium,150,LC_2232,1,54,4,1594283,H99,12.563,NA,3.04,2.237,NA,12,77,18.182,14,10.1,NA,23.8,;;x - collect data; but analyze team may need to assess photos,2022,2022 Ames,2022 Ames Medium,NA
22-A-1594283,Ames,Ames B1,0,Medium,150,LC_2232,1,54,4,1594283,H99,10.485,NA,2.763,1.745,NA,10,67,17.761,11.9,6.5,NA,18.8,;;x - collect data; but analyze team may need to assess photos,2022,2022 Ames,2022 Ames Medium,NA
22-A-1594283,Ames,Ames B1,0,Medium,150,LC_2232,1,54,4,1594283,H99,NA,NA,3.274,NA,NA,10,NA,NA,NA,NA,NA,26.9,;;x - collect data; but analyze team may need to assess photos,2022,2022 Ames,2022 Ames Medium,NA
22-A-1594284,Ames,Ames B1,0,Medium,150,LC_2232,1,50,3,1594284,A654,11.352,NA,3.077,2.265,NA,12,92,25.217,23.2,14.5,NA,37.9,;;x - collect data; but analyze team may need to assess photos,2022,2022 Ames,2022 Ames Medium,NA
22-A-1594284,Ames,Ames B1,0,Medium,150,LC_2232,1,50,3,1594284,A654,9.274,NA,3.183,2.456,NA,12,53,26.792,14.2,14.4,NA,28.3,;;x - collect data; but analyze team may need to assess photos,2022,2022 Ames,2022 Ames Medium,NA
22-A-1594284,Ames,Ames B1,0,Medium,150,LC_2232,1,50,3,1594284,A654,NA,NA,2.907,NA,NA,10,NA,NA,NA,NA,NA,24.3,;;x - collect data; but analyze team may need to assess photos,2022,2022 Ames,2022 Ames Medium,NA
22-A-1594285,Ames,Ames B1,0,Medium,150,LC_2232,1,52,5,1594285,CI66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022,2022 Ames,2022 Ames Medium,NA
22-A-1594286,Ames,Ames B1,0,Medium,150,LC_2232,1,55,3,1594286,W153R,12.015,NA,3.066,2.176,NA,12,33,25.152,8.3,11.7,NA,21.3,;;x - collect data; but analyze team may need to assess photos,2022,2022 Ames,2022 Ames Medium,NA
22-A-1594286,Ames,Ames B1,0,Medium,150,LC_2232,1,55,3,1594286,W153R,10.955,NA,3.512,2.107,NA,12,141,24.539,34.6,9.1,NA,44.3,;;,2022,2022 Ames,2022 Ames Medium,NA
22-A-1594286,Ames,Ames B1,0,Medium,150,LC_2232,1,55,3,1594286,W153R,7.831,NA,3.47,2.152,NA,14,158,22.658,35.8,4.7,NA,39.2,;;,2022,2022 Ames,2022 Ames Medium,NA
22-A-1594286,Ames,Ames B1,0,Medium,150,LC_2232,1,55,3,1594286,W153R,NA,NA,3.815,NA,NA,14,NA,NA,NA,NA,NA,83.5,;;,2022,2022 Ames,2022 Ames Medium,NA
22-A-1594287,Ames,Ames B1,0,Medium,150,LC_2232,1,52,3,1594287,779,NA,NA,2.667,NA,NA,10,NA,NA,NA,NA,NA,19,;;x - collect data; but analyze team may need to assess photos,2022,2022 Ames,2022 Ames Medium,NA
22-A-1594288,Ames,Ames B1,0,Medium,150,LC_2232,1,53,3,1594288,S8324,12.77,NA,4.174,2.516,NA,16,297,28.653,85.1,13.9,NA,97.1,;;,2022,2022 Ames,2022 Ames Medium,NA
22-A-1594288,Ames,Ames B1,0,Medium,150,LC_2232,1,53,3,1594288,S8324,10.627,NA,3.503,1.971,NA,14,198,26.616,52.7,6.1,NA,57.8,;;,2022,2022 Ames,2022 Ames Medium,NA
22-A-1594288,Ames,Ames B1,0,Medium,150,LC_2232,1,53,3,1594288,S8324,12.164,NA,3.996,2.179,NA,16,254,31.654,80.4,11.3,NA,89.4,;;,2022,2022 Ames,2022 Ames Medium,NA
22-A-1594288,Ames,Ames B1,0,Medium,150,LC_2232,1,53,3,1594288,S8324,9.069,NA,3.549,2.302,NA,16,96,22.292,21.4,7.4,NA,28.8,;;x - collect data; but analyze team may need to assess photos,2022,2022 Ames,2022 Ames Medium,NA
22-A-1594288,Ames,Ames B1,0,Medium,150,LC_2232,1,53,3,1594288,S8324,12.035,NA,3.715,2.087,NA,14,218,24.45,53.3,10.1,NA,62.4,;;,2022,2022 Ames,2022 Ames Medium,NA
22-A-1594288,Ames,Ames B1,0,Medium,150,LC_2232,1,53,3,1594288,S8324,NA,NA,4.068,NA,NA,14,NA,NA,NA,NA,NA,82.2,;;,2022,2022 Ames,2022 Ames Medium,NA
22-A-1594289,Ames,Ames B1,0,Medium,150,LC_2232,1,57,6,1594289,LH1,13.798,NA,3.884,2.853,NA,16,160,22.812,36.5,22.6,NA,60.3,;;x - collect data; but analyze team may need to assess photos,2022,2022 Ames,2022 Ames Medium,NA
22-A-1594289,Ames,Ames B1,0,Medium,150,LC_2232,1,57,6,1594289,LH1,17.46,NA,4.109,2.819,NA,16,252,27.857,70.2,36,NA,106.9,;;x - collect data; but analyze team may need to assess photos,2022,2022 Ames,2022 Ames Medium,NA
22-A-1594289,Ames,Ames B1,0,Medium,150,LC_2232,1,57,6,1594289,LH1,14.407,NA,4.165,2.546,NA,14,253,26.719,67.6,25.2,NA,93.4,;;,2022,2022 Ames,2022 Ames Medium,NA
22-A-1594289,Ames,Ames B1,0,Medium,150,LC_2232,1,57,6,1594289,LH1,13.258,NA,3.921,2.81,NA,18,183,24.536,44.9,23.8,NA,69.5,;;x - collect data; but analyze team may need to assess photos,2022,2022 Ames,2022 Ames Medium,NA
22-A-1594289,Ames,Ames B1,0,Medium,150,LC_2232,1,57,6,1594289,LH1,NA,NA,4.323,NA,NA,16,NA,NA,NA,NA,NA,110.2,;;,2022,2022 Ames,2022 Ames Medium,NA
22-A-1594290,Ames,Ames B1,0,Medium,150,LC_2232,1,47,4,1594290,B73,10.815,NA,4.026,2.737,NA,16,83,21.807,18.1,17.1,NA,35.7,Check;;x - collect data; but analyze team may need to assess photos,2022,2022 Ames,2022 Ames Medium,NA
22-A-1594290,Ames,Ames B1,0,Medium,150,LC_2232,1,47,4,1594290,B73,NA,NA,3.924,NA,NA,18,NA,NA,NA,NA,NA,26.4,Check;;x - collect data; but analyze team may need to assess photos,2022,2022 Ames,2022 Ames Medium,NA
22-A-1594291,Ames,Ames B1,0,Medium,150,LC_2232,1,55,6,1594291,B73,12.405,NA,4.598,2.96,NA,18,247,25.182,62.2,21,NA,85.2,Check;;x - collect data; but analyze team may need to assess photos,2022,2022 Ames,2022 Ames Medium,NA
22-A-1594291,Ames,Ames B1,0,Medium,150,LC_2232,1,55,6,1594291,B73,NA,NA,4.252,NA,NA,18,NA,NA,NA,NA,NA,78,Check;;,2022,2022 Ames,2022 Ames Medium,NA
22-A-1594292,Ames,Ames B1,0,Medium,150,LC_2232,1,57,5,1594292,B73,12.698,NA,3.72,2.547,NA,14,70,13.857,9.7,18.1,NA,30.8,Check;;x - collect data; but analyze team may need to assess photos,2022,2022 Ames,2022 Ames Medium,NA
22-A-1594292,Ames,Ames B1,0,Medium,150,LC_2232,1,57,5,1594292,B73,NA,NA,4.237,NA,NA,18,NA,NA,NA,NA,NA,52.7,Check;;x - collect data; but analyze team may need to assess photos,2022,2022 Ames,2022 Ames Medium,NA
22-A-1594293,Ames,Ames B1,0,Medium,150,LC_2232,1,51,5,1594293,B73,12.207,NA,3.574,2.652,NA,18,68,22.647,15.4,17.7,NA,33.2,Check;;x - collect data; but analyze team may need to assess photos,2022,2022 Ames,2022 Ames Medium,NA
22-A-1594293,Ames,Ames B1,0,Medium,150,LC_2232,1,51,5,1594293,B73,12.501,NA,4.465,2.754,NA,18,181,25.193,45.6,19.3,NA,66.6,Check;;x - collect data; but analyze team may need to assess photos,2022,2022 Ames,2022 Ames Medium,NA
22-A-1594293,Ames,Ames B1,0,Medium,150,LC_2232,1,51,5,1594293,B73,11.6,NA,3.886,2.582,NA,16,49,22.653,11.1,18.6,NA,30.9,Check;;x - collect data; but analyze team may need to assess photos,2022,2022 Ames,2022 Ames Medium,NA
22-A-1594293,Ames,Ames B1,0,Medium,150,LC_2232,1,51,5,1594293,B73,11.428,NA,4.14,2.753,NA,18,154,27.727,42.7,17.5,NA,61,Check;;x - collect data; but analyze team may need to assess photos,2022,2022 Ames,2022 Ames Medium,NA
22-A-1594293,Ames,Ames B1,0,Medium,150,LC_2232,1,51,5,1594293,B73,12.573,NA,4.269,2.814,NA,18,155,26.387,40.9,20,NA,60.9,Check;;x - collect data; but analyze team may need to assess photos,2022,2022 Ames,2022 Ames Medium,NA
22-A-1594293,Ames,Ames B1,0,Medium,150,LC_2232,1,51,5,1594293,B73,NA,NA,3.95,NA,NA,20,NA,NA,NA,NA,NA,39.8,Check;;x - collect data; but analyze team may need to assess photos,2022,2022 Ames,2022 Ames Medium,NA
22-A-1594294,Ames,Ames B1,0,Medium,150,LC_2232,1,59,5,1594294,B73,14.018,NA,4.355,2.881,NA,16,265,21.094,55.9,24.8,NA,81.6,Check;;x - collect data; but analyze team may need to assess photos,2022,2022 Ames,2022 Ames Medium,NA
22-A-1594294,Ames,Ames B1,0,Medium,150,LC_2232,1,59,5,1594294,B73,10.812,NA,3.579,2.559,NA,16,60,20.667,12.4,11.1,NA,23.8,Check;;x - collect data; but analyze team may need to assess photos,2022,2022 Ames,2022 Ames Medium,NA
22-A-1594294,Ames,Ames B1,0,Medium,150,LC_2232,1,59,5,1594294,B73,NA,NA,3.703,NA,NA,18,NA,NA,NA,NA,NA,32.1,Check;;x - collect data; but analyze team may need to assess photos,2022,2022 Ames,2022 Ames Medium,NA
22-A-1594295,Ames,Ames B1,0,Medium,150,LC_2232,1,57,8,1594295,K55,13.673,NA,4.256,2.926,NA,14,306,23.17,70.9,28.6,NA,100.1,;;,2022,2022 Ames,2022 Ames Medium,NA
22-A-1594295,Ames,Ames B1,0,Medium,150,LC_2232,1,57,8,1594295,K55,11.681,NA,4.214,2.687,NA,14,205,24.244,49.7,18.1,NA,68.7,;;x - collect data; but analyze team may need to assess photos,2022,2022 Ames,2022 Ames Medium,NA
22-A-1594295,Ames,Ames B1,0,Medium,150,LC_2232,1,57,8,1594295,K55,NA,NA,4.526,NA,NA,16,NA,NA,NA,NA,NA,77.3,;;x - collect data; but analyze team may need to assess photos,2022,2022 Ames,2022 Ames Medium,NA
22-A-1594296,Ames,Ames B1,0,Medium,150,LC_2232,1,53,9,1594296,VA99,15.274,NA,4.125,2.492,NA,16,316,32.943,104.1,21.4,NA,122.9,;;,2022,2022 Ames,2022 Ames Medium,NA
22-A-1594296,Ames,Ames B1,0,Medium,150,LC_2232,1,53,9,1594296,VA99,14.722,NA,3.991,2.604,NA,16,299,25.284,75.6,17.6,NA,91.5,;;,2022,2022 Ames,2022 Ames Medium,NA
22-A-1594296,Ames,Ames B1,0,Medium,150,LC_2232,1,53,9,1594296,VA99,14.394,NA,4.029,2.538,NA,16,328,27.378,89.8,16.9,NA,105,;;,2022,2022 Ames,2022 Ames Medium,NA
22-A-1594296,Ames,Ames B1,0,Medium,150,LC_2232,1,53,9,1594296,VA99,15.549,NA,4.173,2.558,NA,16,333,30.901,102.9,20.4,NA,121.9,;;,2022,2022 Ames,2022 Ames Medium,NA
22-A-1594296,Ames,Ames B1,0,Medium,150,LC_2232,1,53,9,1594296,VA99,13.145,NA,3.574,2.429,NA,16,246,22.154,54.5,13,NA,67.4,;;,2022,2022 Ames,2022 Ames Medium,NA
22-A-1594296,Ames,Ames B1,0,Medium,150,LC_2232,1,53,9,1594296,VA99,NA,NA,4.323,NA,NA,16,NA,NA,NA,NA,NA,127.9,;;,2022,2022 Ames,2022 Ames Medium,NA
22-A-1594297,Ames,Ames B1,0,Medium,150,LC_2232,1,54,10,1594297,AQA3,13.22,NA,4.238,2.669,NA,14,253,31.146,78.8,23.1,NA,100.9,;;x - collect data; but analyze team may need to assess photos,2022,2022 Ames,2022 Ames Medium,NA
22-A-1594297,Ames,Ames B1,0,Medium,150,LC_2232,1,54,10,1594297,AQA3,13.207,NA,4.177,2.683,NA,14,223,32.646,72.8,25.3,NA,97.1,;;,2022,2022 Ames,2022 Ames Medium,NA
22-A-1594297,Ames,Ames B1,0,Medium,150,LC_2232,1,54,10,1594297,AQA3,11.851,NA,4.093,2.476,NA,12,227,31.938,72.5,15.6,NA,88,;;,2022,2022 Ames,2022 Ames Medium,NA
22-A-1594297,Ames,Ames B1,0,Medium,150,LC_2232,1,54,10,1594297,AQA3,9.851,NA,3.706,2.444,NA,12,157,28.217,44.3,15,NA,57.8,;;,2022,2022 Ames,2022 Ames Medium,NA
22-A-1594297,Ames,Ames B1,0,Medium,150,LC_2232,1,54,10,1594297,AQA3,NA,NA,3.989,NA,NA,14,NA,NA,NA,NA,NA,85.5,;;,2022,2022 Ames,2022 Ames Medium,NA
22-A-1594298,Ames,Ames B1,0,Medium,150,LC_2232,1,54,11,1594298,3IIH6,13.676,NA,3.892,2.318,NA,14,303,27.03,81.9,11.9,NA,92.9,;;,2022,2022 Ames,2022 Ames Medium,NA
22-A-1594298,Ames,Ames B1,0,Medium,150,LC_2232,1,54,11,1594298,3IIH6,14.66,NA,3.843,2.401,NA,16,330,23.061,76.1,10.6,NA,85.3,;;,2022,2022 Ames,2022 Ames Medium,NA
22-A-1594298,Ames,Ames B1,0,Medium,150,LC_2232,1,54,11,1594298,3IIH6,13.164,NA,3.846,2.439,NA,16,299,24.415,73,10.1,NA,82.5,;;,2022,2022 Ames,2022 Ames Medium,NA
22-A-1594298,Ames,Ames B1,0,Medium,150,LC_2232,1,54,11,1594298,3IIH6,15.05,NA,3.942,2.451,NA,18,377,25.199,95,12.8,NA,105.9,;;,2022,2022 Ames,2022 Ames Medium,NA
22-A-1594298,Ames,Ames B1,0,Medium,150,LC_2232,1,54,11,1594298,3IIH6,NA,NA,3.863,NA,NA,16,NA,NA,NA,NA,NA,101.6,;;,2022,2022 Ames,2022 Ames Medium,NA
22-A-1594298,Ames,Ames B1,0,Medium,150,LC_2232,1,54,11,1594298,3IIH6,NA,NA,3.883,NA,NA,18,NA,NA,NA,NA,NA,101.1,;;,2022,2022 Ames,2022 Ames Medium,NA
22-A-1594299,Ames,Ames B1,0,Medium,150,LC_2232,1,54,6,1594299,PHV63,13.506,NA,4.041,2.549,NA,16,332,22.62,75.1,15.1,NA,89.3,;;,2022,2022 Ames,2022 Ames Medium,NA
22-A-1594299,Ames,Ames B1,0,Medium,150,LC_2232,1,54,6,1594299,PHV63,12.296,NA,4.255,2.686,NA,16,289,23.841,68.9,20.2,NA,92.2,;;,2022,2022 Ames,2022 Ames Medium,NA
22-A-1594299,Ames,Ames B1,0,Medium,150,LC_2232,1,54,6,1594299,PHV63,13.273,NA,3.775,2.561,NA,14,344,22.907,78.8,15.4,NA,89.9,;;,2022,2022 Ames,2022 Ames Medium,NA
22-A-1594299,Ames,Ames B1,0,Medium,150,LC_2232,1,54,6,1594299,PHV63,12.407,NA,3.669,2.451,NA,12,247,23.684,58.5,14.9,NA,73.1,;;,2022,2022 Ames,2022 Ames Medium,NA
22-A-1594299,Ames,Ames B1,0,Medium,150,LC_2232,1,54,6,1594299,PHV63,NA,NA,4.068,NA,NA,16,NA,NA,NA,NA,NA,95.5,;;,2022,2022 Ames,2022 Ames Medium,NA
22-A-1594300,Ames,Ames B1,0,Medium,150,LC_2232,1,50,8,1594300,11430,15.414,NA,4.114,2.614,NA,16,275,20.836,57.3,22.3,NA,80.6,;;,2022,2022 Ames,2022 Ames Medium,NA
22-A-1594301,Ames,Ames B1,0,Medium,150,LC_2232,1,59,11,1594301,NC236,14.688,NA,4.191,2.525,NA,14,403,20.918,84.3,20.4,NA,104,;;x - collect data; but analyze team may need to assess photos,2022,2022 Ames,2022 Ames Medium,NA
22-A-1594301,Ames,Ames B1,0,Medium,150,LC_2232,1,59,11,1594301,NC236,14.718,NA,4.413,2.457,NA,12,409,29.633,121.2,16.9,NA,137.5,;;,2022,2022 Ames,2022 Ames Medium,NA
22-A-1594301,Ames,Ames B1,0,Medium,150,LC_2232,1,59,11,1594301,NC236,13.032,NA,4.615,2.675,NA,14,388,26.392,102.4,18.9,NA,120,;;,2022,2022 Ames,2022 Ames Medium,NA
22-A-1594301,Ames,Ames B1,0,Medium,150,LC_2232,1,59,11,1594301,NC236,17.355,NA,4.38,2.449,NA,12,515,26.214,135,26.3,NA,160.1,;;,2022,2022 Ames,2022 Ames Medium,NA
22-A-1594301,Ames,Ames B1,0,Medium,150,LC_2232,1,59,11,1594301,NC236,21.126,NA,3.627,2.54,NA,12,257,27.471,70.6,23.2,NA,93.6,;;x - collect data; but analyze team may need to assess photos,2022,2022 Ames,2022 Ames Medium,NA
22-A-1594301,Ames,Ames B1,0,Medium,150,LC_2232,1,59,11,1594301,NC236,NA,NA,4.648,NA,NA,16,NA,NA,NA,NA,NA,167.5,;;,2022,2022 Ames,2022 Ames Medium,NA
22-A-1594302,Ames,Ames B1,0,Medium,150,LC_2232,1,56,10,1594302,A634,12.55,NA,3.912,2.451,NA,16,247,27.166,67.1,13.9,NA,83.7,;;,2022,2022 Ames,2022 Ames Medium,NA
22-A-1594302,Ames,Ames B1,0,Medium,150,LC_2232,1,56,10,1594302,A634,13.626,NA,4.048,2.457,NA,16,258,28.953,74.7,19.7,NA,96.2,;;,2022,2022 Ames,2022 Ames Medium,NA
22-A-1594302,Ames,Ames B1,0,Medium,150,LC_2232,1,56,10,1594302,A634,11.334,NA,3.863,2.532,NA,14,197,29.949,59,12.5,NA,71.5,;;,2022,2022 Ames,2022 Ames Medium,NA
22-A-1594302,Ames,Ames B1,0,Medium,150,LC_2232,1,56,10,1594302,A634,11.37,NA,3.492,2.482,NA,14,119,29.832,35.5,12.3,NA,49.9,;;x - collect data; but analyze team may need to assess photos,2022,2022 Ames,2022 Ames Medium,NA
22-A-1594302,Ames,Ames B1,0,Medium,150,LC_2232,1,56,10,1594302,A634,14.386,NA,3.858,2.62,NA,12,222,27.793,61.7,21.1,NA,84.6,;;,2022,2022 Ames,2022 Ames Medium,NA
22-A-1594303,Ames,Ames B1,0,Medium,150,LC_2232,1,50,13,1594303,A635,9.745,NA,3.524,2.289,NA,14,192,20.104,38.6,7.9,NA,46.4,;;,2022,2022 Ames,2022 Ames Medium,NA
22-A-1594303,Ames,Ames B1,0,Medium,150,LC_2232,1,50,13,1594303,A635,5.882,NA,2.746,1.527,NA,12,62,20.484,12.7,2.7,NA,15.7,;;x - collect data; but analyze team may need to assess photos,2022,2022 Ames,2022 Ames Medium,NA
22-A-1594303,Ames,Ames B1,0,Medium,150,LC_2232,1,50,13,1594303,A635,9.819,NA,3.486,2.105,NA,14,165,22.545,37.2,8.4,NA,45.4,;;,2022,2022 Ames,2022 Ames Medium,NA
22-A-1594303,Ames,Ames B1,0,Medium,150,LC_2232,1,50,13,1594303,A635,10.3,NA,3.68,2.247,NA,16,170,22,37.4,9.2,NA,45.9,;;,2022,2022 Ames,2022 Ames Medium,NA
22-A-1594303,Ames,Ames B1,0,Medium,150,LC_2232,1,50,13,1594303,A635,10.575,NA,3.368,1.931,NA,14,117,21.111,24.7,5.9,NA,30.1,;;x - collect data; but analyze team may need to assess photos,2022,2022 Ames,2022 Ames Medium,NA
22-A-1594303,Ames,Ames B1,0,Medium,150,LC_2232,1,50,13,1594303,A635,NA,NA,3.123,NA,NA,14,NA,NA,NA,NA,NA,27.3,;;x - collect data; but analyze team may need to assess photos,2022,2022 Ames,2022 Ames Medium,NA
22-A-1594304,Ames,Ames B1,0,Medium,150,LC_2232,1,56,12,1594304,CM174,11.127,NA,3.796,2.666,NA,14,117,23.077,27,9.3,NA,36.3,;;x - collect data; but analyze team may need to assess photos,2022,2022 Ames,2022 Ames Medium,NA
22-A-1594304,Ames,Ames B1,0,Medium,150,LC_2232,1,56,12,1594304,CM174,14.05,NA,4.088,2.849,NA,16,236,25.424,60,22.1,NA,80.8,;;x - collect data; but analyze team may need to assess photos,2022,2022 Ames,2022 Ames Medium,NA
22-A-1594304,Ames,Ames B1,0,Medium,150,LC_2232,1,56,12,1594304,CM174,11.039,NA,3.787,2.747,NA,16,138,22.029,30.4,11.7,NA,42.4,;;x - collect data; but analyze team may need to assess photos,2022,2022 Ames,2022 Ames Medium,NA
22-A-1594304,Ames,Ames B1,0,Medium,150,LC_2232,1,56,12,1594304,CM174,13.375,NA,3.616,2.613,NA,14,293,12.526,36.7,14.8,NA,50.3,;;x - collect data; but analyze team may need to assess photos,2022,2022 Ames,2022 Ames Medium,NA
22-A-1594304,Ames,Ames B1,0,Medium,150,LC_2232,1,56,12,1594304,CM174,9.916,NA,3.656,2.543,NA,14,129,19.302,24.9,8.4,NA,33.4,;;x - collect data; but analyze team may need to assess photos,2022,2022 Ames,2022 Ames Medium,NA
22-A-1594304,Ames,Ames B1,0,Medium,150,LC_2232,1,56,12,1594304,CM174,NA,NA,3.49,NA,NA,14,NA,NA,NA,NA,NA,39.1,;;x - collect data; but analyze team may need to assess photos,2022,2022 Ames,2022 Ames Medium,NA
22-A-1594305,Ames,Ames B1,0,Medium,150,LC_2232,1,51,13,1594305,H95,12.523,NA,3.632,2.454,NA,14,196,24.082,47.2,13.4,NA,59.9,;;,2022,2022 Ames,2022 Ames Medium,NA
22-A-1594305,Ames,Ames B1,0,Medium,150,LC_2232,1,51,13,1594305,H95,NA,NA,3.939,NA,NA,16,NA,NA,NA,NA,NA,53,;;x - collect data; but analyze team may need to assess photos,2022,2022 Ames,2022 Ames Medium,NA
22-A-1594306,Ames,Ames B1,0,Medium,150,LC_2232,1,51,6,1594306,A239,11.94,NA,3.443,2.151,NA,12,173,29.711,51.4,12.2,NA,64.1,;;,2022,2022 Ames,2022 Ames Medium,NA
22-A-1594306,Ames,Ames B1,0,Medium,150,LC_2232,1,51,6,1594306,A239,12.904,NA,3.225,2.211,NA,12,134,27.388,36.7,13.7,NA,51,;;x - collect data; but analyze team may need to assess photos,2022,2022 Ames,2022 Ames Medium,NA
22-A-1594306,Ames,Ames B1,0,Medium,150,LC_2232,1,51,6,1594306,A239,11.774,NA,3.435,2.097,NA,12,142,26.338,37.4,9.6,NA,47.2,;;x - collect data; but analyze team may need to assess photos,2022,2022 Ames,2022 Ames Medium,NA
22-A-1594306,Ames,Ames B1,0,Medium,150,LC_2232,1,51,6,1594306,A239,14.241,NA,3.369,2.204,NA,12,181,29.503,53.4,17.6,NA,70.8,;;x - collect data; but analyze team may need to assess photos,2022,2022 Ames,2022 Ames Medium,NA
22-A-1594306,Ames,Ames B1,0,Medium,150,LC_2232,1,51,6,1594306,A239,13.916,NA,3.82,2.455,NA,14,199,29.648,59,18.6,NA,76.5,;;,2022,2022 Ames,2022 Ames Medium,NA
