qrCode,year,location,sublocation,irrigationProvided,nitrogenTreatment,poundsOfNitrogenPerAcre,experiment,plotLength,totalStandCount,block,row,range,plotNumber,genotype,plantingDate,anthesisDate,silkDate,daysToAnthesis,daysToSilk,anthesisSilkingInterval,GDDToAnthesis,GDDToSilk,anthesisSilkingIntervalGDD,earHeight,flagLeafHeight,plantDensity,earLength,earFillLength,earWidth,shelledCobWidth,kernelsPerRow,kernelRowNumber,kernelsPerEar,hundredKernelMass,kernelMassPerEar,earWeight,shelledCobMass,percentMoisture,percentStarch,percentProtein,percentOil,percentFiber,percentAsh,kernelColor,percentLodging,notes,harvestDate,locationYear,environment,pedigreeID,resequencingSNPSGenotype
22-A-1593859,2022,Ames,Ames B1,0,High,250,LC_2231,7.5,17,3,25,29,1593859,CML261,5/23/2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,222,3750,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,;;;,10/23/2022,2022 Ames,2022 Ames High,NA,CML261
22-A-1593860,2022,Ames,Ames B1,0,High,250,LC_2231,7.5,17,3,29,30,1593860,CML331,5/23/2022,NA,NA,NA,NA,NA,NA,NA,NA,118,206,3750,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,;x -set asside;x -set asside;x -set asside;x -set asside;x -set asside;;,10/23/2022,2022 Ames,2022 Ames High,NA,CML331
22-A-1593861,2022,Ames,Ames B1,0,High,250,LC_2231,7.5,26,3,28,30,1593861,NC318,5/23/2022,NA,NA,NA,NA,NA,NA,NA,NA,63,169,5735,12.66,NA,3.161,1.978,NA,12,160,19.191,30.7,39.95,9.25,0.0811,71.97423382,12.40734222,4.997917101,0.813183094,1.263273286,NA,NA,;;;;x - collect data; but alyze team may need to assess photos;x - collect data; but alyze team may need to assess photos;;;,10/23/2022,2022 Ames,2022 Ames High,NA,NC318
22-A-1593862,2022,Ames,Ames B1,0,High,250,LC_2231,7.5,26,3,22,30,1593862,L317,5/23/2022,NA,NA,NA,NA,NA,NA,NA,NA,114,198,5735,15.607,NA,3.863,2.405,NA,14,235,23.865,56.1,75,18.9,0.095966667,73.89220732,14.62133916,5.318587271,0.717811323,1.480487194,NA,NA,;;;;;x -set asside;x - collect data; but alyze team may need to assess photos;x - collect data; but alyze team may need to assess photos;x - collect data; but alyze team may need to assess photos;;;,10/23/2022,2022 Ames,2022 Ames High,NA,L317
22-A-1593863,2022,Ames,Ames B1,0,High,250,LC_2231,7.5,25,3,18,30,1593863,TZI18,5/23/2022,NA,NA,NA,NA,NA,NA,NA,NA,75,132,5515,NA,NA,3.738,NA,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,;;x -set asside;x -set asside;x -set asside;x -set asside;x -set asside;x - collect data; but alyze team may need to assess photos;;,10/23/2022,2022 Ames,2022 Ames High,NA,Tzi18
22-A-1593864,2022,Ames,Ames B1,0,High,250,LC_2231,7.5,23,3,29,29,1593864,KUI2021,5/23/2022,NA,NA,NA,NA,NA,NA,NA,NA,152,242,5074,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,;x -set asside;x -set asside;x -set asside;x -set asside;x -set asside;x -set asside;;,10/23/2022,2022 Ames,2022 Ames High,NA,Ki2021
22-A-1593865,2022,Ames,Ames B1,0,High,250,LC_2231,7.5,24,3,19,30,1593865,L578,5/23/2022,NA,NA,NA,NA,NA,NA,NA,NA,108,206,5294,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,;x -set asside;x -set asside;;,10/23/2022,2022 Ames,2022 Ames High,NA,L578
22-A-1593866,2022,Ames,Ames B1,0,High,250,LC_2231,7.5,25,3,21,31,1593866,A641,5/23/2022,NA,NA,NA,NA,NA,NA,NA,NA,51,117,5515,11.481,NA,3.406,2.298,NA,13.7,182,22.151,40.4,52.32,11.92,0.083433333,72.37271519,14.50632364,4.217866181,0.82128889,1.32525286,NA,NA,;;;;;;;;;;;;;;,10/23/2022,2022 Ames,2022 Ames High,NA,A641
22-A-1593867,2022,Ames,Ames B1,0,High,250,LC_2231,7.5,23,3,24,31,1593867,TX303,5/23/2022,NA,NA,NA,NA,NA,NA,NA,NA,130,195,5074,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,;x -set asside;x -set asside;x -set asside;x -set asside;x -set asside;;,10/23/2022,2022 Ames,2022 Ames High,NA,Tx303
22-A-1593868,2022,Ames,Ames B1,0,High,250,LC_2231,7.5,25,3,27,30,1593868,F2834T,5/23/2022,NA,NA,NA,NA,NA,NA,NA,NA,69,154,5515,13.816,NA,3.654,2.328,NA,12,218,31.71,69.1,82.35,13.25,0.079866667,72.95084138,11.70085173,5.173457407,0.472234712,1.137841844,NA,NA,;;;;;;;x - collect data; but alyze team may need to assess photos;;;;;;;,10/23/2022,2022 Ames,2022 Ames High,NA,F2834T
22-A-1593869,2022,Ames,Ames B1,0,High,250,LC_2231,7.5,23,3,18,31,1593869,NC33,5/23/2022,NA,NA,NA,NA,NA,NA,NA,NA,104,190,5074,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,;x -set asside;x -set asside;x -set asside;;,10/23/2022,2022 Ames,2022 Ames High,NA,NC33
22-A-1593870,2022,Ames,Ames B1,0,High,250,LC_2231,7.5,30,3,28,29,1593870,PHR36,5/23/2022,NA,NA,NA,NA,NA,NA,NA,NA,75,174,6618,12.415,NA,3.509,2.312,NA,14.7,268,19.032,51,60.7,9.7,0.071966667,74.18678158,10.65543857,5.042952756,0.595954368,1.230751063,NA,NA,;;;;;;;;,10/23/2022,2022 Ames,2022 Ames High,NA,PHR36
22-A-1593871,2022,Ames,Ames B1,0,High,250,LC_2231,7.5,23,3,20,31,1593871,B73,5/23/2022,NA,NA,NA,NA,NA,NA,NA,NA,71,154,5074,12.197,NA,4.103,2.62,NA,15.7,179,23.866,42.7,59.4,16.7,0.0788,74.39481045,10.55829483,3.456170312,1.618488528,1.284348053,NA,NA,Check;;;;;;;x - collect data; but alyze team may need to assess photos;x - collect data; but alyze team may need to assess photos;;;x - collect data; but alyze team may need to assess photos;x - collect data; but alyze team may need to assess photos;;,10/23/2022,2022 Ames,2022 Ames High,NA,B73
22-A-1593872,2022,Ames,Ames B1,0,High,250,LC_2231,7.5,29,3,20,30,1593872,B73,5/23/2022,NA,NA,NA,NA,NA,NA,NA,NA,86,164,6397,13.013,NA,4.384,2.657,NA,17,304,23.235,70.5,88.74,18.24,0.0816,75.5584524,9.725734299,5.251822656,1.145831736,1.33576233,NA,NA,Check;;;;;;;;x - collect data; but alyze team may need to assess photos;;x - collect data; but alyze team may need to assess photos;;;;,10/23/2022,2022 Ames,2022 Ames High,NA,B73
22-A-1593873,2022,Ames,Ames B1,0,High,250,LC_2231,7.5,24,3,19,31,1593873,B73,5/23/2022,NA,NA,NA,NA,NA,NA,NA,NA,80,168,5294,12.871,NA,4.323,2.562,NA,17,252,23.429,59,78.76,19.76,0.0984,76.28782902,10.92364964,4.100652205,1.488602234,1.406529631,NA,NA,Check;;;;;;;x - collect data; but alyze team may need to assess photos;x - collect data; but alyze team may need to assess photos;x - collect data; but alyze team may need to assess photos;x - collect data; but alyze team may need to assess photos;x - collect data; but alyze team may need to assess photos;x - collect data; but alyze team may need to assess photos;;,10/23/2022,2022 Ames,2022 Ames High,NA,B73
22-A-1593874,2022,Ames,Ames B1,0,High,250,LC_2231,7.5,21,3,28,31,1593874,MO17,5/23/2022,NA,NA,NA,NA,NA,NA,NA,NA,99,187,4632,12.779,NA,4.116,2.664,NA,16.4,328,19.542,64.2,83.55,19.35,0.074033333,77.07247058,8.681413487,4.525604808,0.999106547,1.212945024,NA,NA,was intended to be AK-56 but had to replace with filler due to seed amounts;;;;;;x - collect data; but alyze team may need to assess photos;;;;;;,10/23/2022,2022 Ames,2022 Ames High,NA,Mo17
22-A-1593875,2022,Ames,Ames B1,0,High,250,LC_2231,7.5,13,4,26,33,1593875,29MIBZ2,5/23/2022,NA,NA,NA,NA,NA,NA,NA,NA,42,110,2868,14.567,NA,3.628,2.222,NA,13.7,312,20.725,64.6,78.16,13.56,0.082466667,76.03381746,11.06325308,3.671228538,1.180104078,1.148299543,NA,NA,;;;;;;;;;;x - collect data; but alyze team may need to assess photos;;;;,10/23/2022,2022 Ames,2022 Ames High,NA,29MIBZ2
22-A-1593876,2022,Ames,Ames B1,0,High,250,LC_2231,7.5,24,4,27,33,1593876,F42,5/23/2022,NA,NA,NA,NA,NA,NA,NA,NA,52,140,5294,11.431,NA,4.042,2.683,NA,17,296,15.444,45.7,60.6,14.9,0.0797,75.26657474,10.27196654,4.434921975,1.452319654,1.385393526,NA,NA,;;;;;;;;x - collect data; but alyze team may need to assess photos;x - collect data; but alyze team may need to assess photos;x - collect data; but alyze team may need to assess photos;;;;,10/23/2022,2022 Ames,2022 Ames High,NA,F42
22-A-1593877,2022,Ames,Ames B1,0,High,250,LC_2231,7.5,17,4,22,34,1593877,LH54,5/23/2022,NA,NA,NA,NA,NA,NA,NA,NA,51,117,3750,18.696,NA,3.509,2.155,NA,10,NA,NA,NA,NA,19.74,0.0819,69.85797329,14.68262385,5.698850905,1.989242388,1.589812694,NA,NA,;;;;;;;;x - collect data; but alyze team may need to assess photos;x - collect data; but alyze team may need to assess photos;;;x - collect data; but alyze team may need to assess photos;;,10/23/2022,2022 Ames,2022 Ames High,NA,LH54
22-A-1593878,2022,Ames,Ames B1,0,High,250,LC_2231,7.5,25,4,26,34,1593878,NC230,5/23/2022,NA,NA,NA,NA,NA,NA,NA,NA,56,127,5515,10.126,NA,4.046,2.561,NA,14.4,210,21.454,45,56.9,11.9,NA,NA,NA,NA,NA,NA,NA,NA,;;;;;;;;;x - collect data; but alyze team may need to assess photos;;;,10/23/2022,2022 Ames,2022 Ames High,NA,NC230
22-A-1593879,2022,Ames,Ames B1,0,High,250,LC_2231,7.5,18,4,24,32,1593879,A188,5/23/2022,NA,NA,NA,NA,NA,NA,NA,NA,40,138,3971,10.66,NA,3.485,2.111,NA,11.7,249,18.883,47,53.44,6.44,0.081233333,73.4762112,13.0231367,4.281541728,1.575107608,1.322979851,NA,NA,;;Cob broke in pieces;Cob broke in pieces;Cob broke in pieces;Cob broke in pieces;;Cob broke in pieces;Cob broke in pieces;;;;;;;;;,10/23/2022,2022 Ames,2022 Ames High,NA,A188
22-A-1593880,2022,Ames,Ames B1,0,High,250,LC_2231,7.5,19,4,20,32,1593880,CI187-2,5/23/2022,NA,NA,NA,NA,NA,NA,NA,NA,70,135,4191,13.219,NA,3.595,2.391,NA,13.6,202,20.769,41.9,53.15,11.25,0.075866667,70.43498427,13.76626462,5.121194499,1.432326724,1.256864773,NA,NA,;;;;;;x - collect data; but alyze team may need to assess photos;x - collect data; but alyze team may need to assess photos;x - collect data; but alyze team may need to assess photos;x - collect data; but alyze team may need to assess photos;x - collect data; but alyze team may need to assess photos;;,10/23/2022,2022 Ames,2022 Ames High,NA,CI_187.2
22-A-1593881,2022,Ames,Ames B1,0,High,250,LC_2231,7.5,32,4,22,35,1593881,NC290A,5/23/2022,NA,NA,NA,NA,NA,NA,NA,NA,52,154,7059,12.926,NA,4.194,2.759,NA,16.3,NA,NA,NA,NA,16.64,0.079133333,69.51396662,12.42882245,4.960867263,1.981355355,1.22642447,NA,NA,;;;;;;;x - collect data; but alyze team may need to assess photos;x - collect data; but alyze team may need to assess photos;;x - collect data; but alyze team may need to assess photos;;x - collect data; but alyze team may need to assess photos;;,10/23/2022,2022 Ames,2022 Ames High,NA,NC290A
22-A-1593882,2022,Ames,Ames B1,0,High,250,LC_2231,7.5,14,4,25,32,1593882,NC364,5/23/2022,NA,NA,NA,NA,NA,NA,NA,NA,62,155,3088,13.178,NA,4.302,2.676,NA,15.3,386,19.365,74.8,93.28,18.48,0.0809,75.06426309,10.79226222,4.107622274,1.061483857,1.152218292,NA,NA,;;;;;;;;;;x - collect data; but alyze team may need to assess photos;;;;,10/23/2022,2022 Ames,2022 Ames High,NA,NC364
22-A-1593883,2022,Ames,Ames B1,0,High,250,LC_2231,7.5,24,4,18,35,1593883,W22,5/23/2022,NA,NA,NA,NA,NA,NA,NA,NA,38,119,5294,15.272,NA,3.838,2.611,NA,16.4,296,23.858,70.5,91.7,21.2,0.073133333,72.368431,12.61409276,3.953217324,1.773184078,1.109696982,NA,NA,;;;;;;;;;x - collect data; but alyze team may need to assess photos;;;,10/23/2022,2022 Ames,2022 Ames High,NA,W22
22-A-1593884,2022,Ames,Ames B1,0,High,250,LC_2231,7.5,21,4,23,32,1593884,NC262,5/23/2022,NA,NA,NA,NA,NA,NA,NA,NA,52,133,4632,10.512,NA,4.43,2.787,NA,16.7,NA,NA,NA,NA,11.54,0.080133333,73.73820713,10.64448119,4.549232861,1.147055892,1.146417798,NA,NA,;;;;;;;;;;;;;;,10/23/2022,2022 Ames,2022 Ames High,NA,NC262
22-A-1593885,2022,Ames,Ames B1,0,High,250,LC_2231,7.5,27,4,28,33,1593885,RS 710,5/23/2022,NA,NA,NA,NA,NA,NA,NA,NA,38,106,5956,12.221,NA,3.711,2.565,NA,15.3,128,21.489,27.4,42,14.6,0.0735,69.80399832,14.67479604,3.937423484,0.54372662,1.207704919,NA,NA,;;;;;;;x - collect data; but alyze team may need to assess photos;x - collect data; but alyze team may need to assess photos;x - collect data; but alyze team may need to assess photos;x - collect data; but alyze team may need to assess photos;x - collect data; but alyze team may need to assess photos;x - collect data; but alyze team may need to assess photos;;,10/23/2022,2022 Ames,2022 Ames High,NA,RS_710
22-A-1593886,2022,Ames,Ames B1,0,High,250,LC_2231,7.5,25,4,22,33,1593886,MO47,5/23/2022,NA,NA,NA,NA,NA,NA,NA,NA,55,135,5515,13.579,NA,4,2.561,NA,14,NA,NA,NA,NA,15.94,0.0831,72.87429631,12.62439379,4.619804497,1.578310627,1.383920025,NA,NA,;;;;;;;;;;;;;;,10/23/2022,2022 Ames,2022 Ames High,NA,Mo47
22-A-1593887,2022,Ames,Ames B1,0,High,250,LC_2231,7.5,20,4,25,35,1593887,78010,5/23/2022,NA,NA,NA,NA,NA,NA,NA,NA,84,155,4412,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,;;;,10/23/2022,2022 Ames,2022 Ames High,NA,78010
22-A-1593888,2022,Ames,Ames B1,0,High,250,LC_2231,7.5,24,4,17,36,1593888,LH57,5/23/2022,NA,NA,NA,NA,NA,NA,NA,NA,36,111,5294,12.352,NA,3.567,1.868,NA,10,232,27.006,62.6,69.2,6.6,0.076166667,74.19871888,11.34995537,4.144430885,1.675433185,1.316220403,NA,NA,;;;;;;;;;;x - collect data; but alyze team may need to assess photos;;x - collect data; but alyze team may need to assess photos;;,10/23/2022,2022 Ames,2022 Ames High,NA,LH57
22-A-1593889,2022,Ames,Ames B1,0,High,250,LC_2231,7.5,25,4,21,34,1593889,PHG47,5/23/2022,NA,NA,NA,NA,NA,NA,NA,NA,44,118,5515,13.487,NA,3.897,2.212,NA,16.3,357,22.012,78.5,89.12,10.62,0.080566667,76.40180088,10.62325619,4.526061868,0.90715317,1.332776588,NA,NA,;;;;;;;;;;;;;;,10/23/2022,2022 Ames,2022 Ames High,NA,PHG47
22-A-1593890,2022,Ames,Ames B1,0,High,250,LC_2231,7.5,26,4,19,33,1593890,778,5/23/2022,NA,NA,NA,NA,NA,NA,NA,NA,71,160,5735,12.38,NA,4.118,2.261,NA,14.7,236,27.555,64.9,74.66,9.76,0.076766667,75.57452298,10.16784152,3.492263632,1.92798143,1.341374547,NA,NA,;;;;;;;;x - collect data; but alyze team may need to assess photos;x - collect data; but alyze team may need to assess photos;x - collect data; but alyze team may need to assess photos;;;;,10/23/2022,2022 Ames,2022 Ames High,NA,NK778
22-A-1593891,2022,Ames,Ames B1,0,High,250,LC_2231,7.5,26,4,27,35,1593891,WIL500,5/23/2022,NA,NA,NA,NA,NA,NA,NA,NA,53,119,5735,13.42,NA,4.17,2.866,NA,14.5,95,26.434,25.2,47.5,22.3,0.074766667,64.00710066,16.70452396,5.186085121,2.122319243,1.545827476,NA,NA,;;;;;x -set asside;x -set asside;x - collect data; but alyze team may need to assess photos;x - collect data; but alyze team may need to assess photos;x - collect data; but alyze team may need to assess photos;x - collect data; but alyze team may need to assess photos;;,10/23/2022,2022 Ames,2022 Ames High,NA,WIL500
22-A-1593892,2022,Ames,Ames B1,0,High,250,LC_2231,7.5,25,4,29,32,1593892,L127,5/23/2022,NA,NA,NA,NA,NA,NA,NA,NA,54,122,5515,14.179,NA,NA,2.759,NA,13.3,310,26.214,81.2,100.76,19.56,0.083366667,73.70316454,12.0722089,4.213329365,1.45200748,1.293322415,NA,NA,;;;;;;;;x - collect data; but alyze team may need to assess photos;;;x - collect data; but alyze team may need to assess photos;;,10/23/2022,2022 Ames,2022 Ames High,NA,L_127
22-A-1593893,2022,Ames,Ames B1,0,High,250,LC_2231,7.5,25,4,23,33,1593893,NC360,5/23/2022,NA,NA,NA,NA,NA,NA,NA,NA,63,145,5515,14.923,NA,3.859,2.525,NA,14,NA,NA,NA,NA,20.2,0.081066667,71.47573784,12.89908807,5.5381045779999996,1.314247591,1.361723112,NA,NA,;;;;;;;x - collect data; but alyze team may need to assess photos;x - collect data; but alyze team may need to assess photos;;x - collect data; but alyze team may need to assess photos;x - collect data; but alyze team may need to assess photos;x - collect data; but alyze team may need to assess photos;;,10/23/2022,2022 Ames,2022 Ames High,NA,NC360
22-A-1593894,2022,Ames,Ames B1,0,High,250,LC_2231,7.5,18,4,21,35,1593894,W117HT,5/23/2022,NA,NA,NA,NA,NA,NA,NA,NA,47,97,3971,10.441,NA,3.534,2.263,NA,11.7,115,28.562,33,39.64,6.64,0.0834,75.5058599,11.27170412,5.018910795,1.329119879,1.416406605,NA,NA,;;;;;;;;;x - collect data; but alyze team may need to assess photos;;x - collect data; but alyze team may need to assess photos;x - collect data; but alyze team may need to assess photos;;,10/23/2022,2022 Ames,2022 Ames High,NA,W117HT
22-A-1593895,2022,Ames,Ames B1,0,High,250,LC_2231,7.5,26,4,19,32,1593895,MT42,5/23/2022,NA,NA,NA,NA,NA,NA,NA,NA,46,110,5735,10.894,NA,3.064,2.242,NA,13.3,188,15,28.3,35.66,7.36,0.081033333,71.95581991,13.85831701,4.479974926,1.732783319,1.357804714,NA,NA,;;;;;;;x - collect data; but alyze team may need to assess photos;;;;;x - collect data; but alyze team may need to assess photos;;,10/23/2022,2022 Ames,2022 Ames High,NA,Mt42
22-A-1593896,2022,Ames,Ames B1,0,High,250,LC_2231,7.5,18,4,18,32,1593896,CM37,5/23/2022,NA,NA,NA,NA,NA,NA,NA,NA,39,106,3971,11.558,NA,3.286,2.359,NA,13.5,93,26.536,24.8,35.433,10.633,0.074533333,68.16591264,18.30341444,3.891859368,2.222249776,1.198693419,NA,NA,;;;;;x - collect data; but alyze team may need to assess photos;x - collect data; but alyze team may need to assess photos;x - collect data; but alyze team may need to assess photos;x - collect data; but alyze team may need to assess photos;;,10/23/2022,2022 Ames,2022 Ames High,NA,CM37
22-A-1593897,2022,Ames,Ames B1,0,High,250,LC_2231,7.5,24,4,25,34,1593897,IDS69,5/23/2022,NA,NA,NA,NA,NA,NA,NA,NA,70,122,5294,11.343,NA,2.472,1.759,NA,12,139,15.194,21.2,27.2,6,0.084666667,69.32981954,14.00430104,4.646931592,1.702643681,1.002583282,NA,NA,;;;;;;;;x - collect data; but alyze team may need to assess photos;;;;;;,10/23/2022,2022 Ames,2022 Ames High,NA,IDS69
22-A-1593898,2022,Ames,Ames B1,0,High,250,LC_2231,7.5,24,4,25,33,1593898,CML220,5/23/2022,NA,NA,NA,NA,NA,NA,NA,NA,53,127,5294,12.862,NA,3.792,2.665,NA,14,169,21.884,36.9,52.54,15.64,0.077866667,71.98391184,14.79821926,3.677085821,1.811039327,1.403389004,NA,NA,;;;;;;;x - collect data; but alyze team may need to assess photos;x - collect data; but alyze team may need to assess photos;x - collect data; but alyze team may need to assess photos;x - collect data; but alyze team may need to assess photos;x - collect data; but alyze team may need to assess photos;x - collect data; but alyze team may need to assess photos;;,10/23/2022,2022 Ames,2022 Ames High,NA,CML_220
22-A-1593899,2022,Ames,Ames B1,0,High,250,LC_2231,7.5,27,4,21,33,1593899,EP1,5/23/2022,NA,NA,NA,NA,NA,NA,NA,NA,36,97,5956,9.089,NA,2.9,2.11,NA,12,106,14.337,15.1,19.74,4.64,0.0792,68.21776125,14.6955788,4.674452351,1.788792986,1.289501549,NA,NA,;;;;;;;;;x - collect data; but alyze team may need to assess photos;x - collect data; but alyze team may need to assess photos;x - collect data; but alyze team may need to assess photos;x - collect data; but alyze team may need to assess photos;;,10/23/2022,2022 Ames,2022 Ames High,NA,EP1
22-A-1593900,2022,Ames,Ames B1,0,High,250,LC_2231,7.5,25,4,20,33,1593900,I29,5/23/2022,NA,NA,NA,NA,NA,NA,NA,NA,68,126,5515,7.558,NA,2.826,1.839,NA,18,131,10.643,13.9,18.44,4.54,0.077,70.81969677,14.44174624,3.767925069,1.713760542,1.115116506,NA,NA,;;;;Cob broke in pieces;Cob broke in pieces;;;;;;x - collect data; but alyze team may need to assess photos;;x - collect data; but alyze team may need to assess photos;;,10/23/2022,2022 Ames,2022 Ames High,NA,I29
22-A-1593901,2022,Ames,Ames B1,0,High,250,LC_2231,7.5,26,4,28,35,1593901,NC302,5/23/2022,NA,NA,NA,NA,NA,NA,NA,NA,62,120,5735,12.006,NA,3.638,2.238,NA,10.3,130,30.737,40,49.74,9.74,0.089466667,74.21466138,13.04293311,3.960574441,1.085501159,1.338878238,NA,NA,;;;;;;;x - collect data; but alyze team may need to assess photos;;;;x - collect data; but alyze team may need to assess photos;;;,10/23/2022,2022 Ames,2022 Ames High,NA,NC302
22-A-1593902,2022,Ames,Ames B1,0,High,250,LC_2231,7.5,27,4,27,32,1593902,NC346,5/23/2022,NA,NA,NA,NA,NA,NA,NA,NA,86,146,5956,14.815,NA,3.498,2.472,NA,13.7,166,28.207,46.9,59.4,12.5,0.082866667,74.42678446,10.63270127,4.88223428,2.025123731,1.505897006,NA,NA,;;;;;;;x - collect data; but alyze team may need to assess photos;x - collect data; but alyze team may need to assess photos;x - collect data; but alyze team may need to assess photos;x - collect data; but alyze team may need to assess photos;;x - collect data; but alyze team may need to assess photos;;,10/23/2022,2022 Ames,2022 Ames High,NA,NC346
22-A-1593903,2022,Ames,Ames B1,0,High,250,LC_2231,7.5,22,4,20,34,1593903,YU796_NS,5/23/2022,NA,NA,NA,NA,NA,NA,NA,NA,44,123,4853,11.084,NA,4.188,2.454,NA,10.7,244,28.241,69,85.2,16.2,0.0734,70.67448328,14.05012254,4.973312552,1.665518783,1.253994646,NA,NA,;;;;;x - collect data; but alyze team may need to assess photos;;;,10/23/2022,2022 Ames,2022 Ames High,NA,YU796NS
22-A-1593904,2022,Ames,Ames B1,0,High,250,LC_2231,7.5,23,4,28,32,1593904,P39,5/23/2022,NA,NA,NA,NA,NA,NA,NA,NA,37,112,5074,10.421,NA,3.315,2.051,NA,16,110,11.434,12.6,17.42,4.82,NA,NA,NA,NA,NA,NA,NA,NA,;;;;;;;x - collect data; but alyze team may need to assess photos;Sweetcorn;x - collect data; but alyze team may need to assess photos;Sweetcorn;x - collect data; but alyze team may need to assess photos;Sweetcorn;x - collect data; but alyze team may need to assess photos;Sweetcorn;x - collect data; but alyze team may need to assess photos;Sweetcorn;x - collect data; but alyze team may need to assess photos;Sweetcorn;;,10/23/2022,2022 Ames,2022 Ames High,NA,P39
22-A-1593905,2022,Ames,Ames B1,0,High,250,LC_2231,7.5,17,4,19,34,1593905,IA2132,5/23/2022,NA,NA,NA,NA,NA,NA,NA,NA,41,116,3750,9.193,NA,3.853,2.349,NA,16,268,18.321,49.1,55.5,6.4,0.069366667,68.85406202,13.43609645,5.403675219,0.989118828,1.120002446,NA,NA,;;;Sweetcorn;Sweetcorn;;,10/23/2022,2022 Ames,2022 Ames High,NA,IA2132
22-A-1593906,2022,Ames,Ames B1,0,High,250,LC_2231,7.5,22,4,18,34,1593906,F7,5/23/2022,NA,NA,NA,NA,NA,NA,NA,NA,31,90,4853,11.311,NA,2.454,2.108,NA,8,83,12.771,10.6,15.1,4.5,0.110333333,72.42308253,15.02618571,6.161239255,3.72283749,1.065472188,NA,NA,;;;x -set asside;x -set asside;x -set asside;x - collect data; but alyze team may need to assess photos;Smooth cob/ovule issue;x - collect data; but alyze team may need to assess photos;Smooth cob/ovule issue;;,10/23/2022,2022 Ames,2022 Ames High,NA,F7
22-A-1593907,2022,Ames,Ames B1,0,High,250,LC_2231,7.5,24,4,21,32,1593907,H99,5/23/2022,NA,NA,NA,NA,NA,NA,NA,NA,40,103,5294,12.238,NA,3.37,1.851,NA,10,218,20.487,44.6,53.82,9.22,0.0803,74.2175066,10.84886734,4.445274164,0.937967176,1.22559228,NA,NA,;;;;;;;;;;;x - collect data; but alyze team may need to assess photos;;;,10/23/2022,2022 Ames,2022 Ames High,NA,H99
22-A-1593908,2022,Ames,Ames B1,0,High,250,LC_2231,7.5,23,4,24,35,1593908,A654,5/23/2022,NA,NA,NA,NA,NA,NA,NA,NA,33,107,5074,10.464,NA,3.632,2.219,NA,12.7,156,24.866,38.8,48.66,9.86,0.0798,73.45508121,12.77953755,4.282226474,1.390215887,1.240019109,NA,NA,;;;;;;;x - collect data; but alyze team may need to assess photos;x - collect data; but alyze team may need to assess photos;x - collect data; but alyze team may need to assess photos;x - collect data; but alyze team may need to assess photos;;;;,10/23/2022,2022 Ames,2022 Ames High,NA,A654
22-A-1593909,2022,Ames,Ames B1,0,High,250,LC_2231,7.5,22,4,18,36,1593909,CI66,5/23/2022,NA,NA,NA,NA,NA,NA,NA,NA,74,137,4853,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,;x -set asside;x -set asside;x -set asside;;,10/23/2022,2022 Ames,2022 Ames High,NA,CI66
22-A-1593910,2022,Ames,Ames B1,0,High,250,LC_2231,7.5,10,4,20,35,1593910,W153R,5/23/2022,NA,NA,NA,NA,NA,NA,NA,NA,34,96,2206,10.867,NA,3.802,2.191,NA,12.5,242,21.816,52.9,60.567,7.667,0.081,76.35921068,11.0747647,4.274409598,0.710426184,1.274823742,NA,NA,;;;;;;;x - collect data; but alyze team may need to assess photos;;;,10/23/2022,2022 Ames,2022 Ames High,NA,W153R
22-A-1593911,2022,Ames,Ames B1,0,High,250,LC_2231,7.5,30,4,18,33,1593911,779,5/23/2022,NA,NA,NA,NA,NA,NA,NA,NA,77,143,6618,NA,NA,2.101,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,;Seed missing on either side of ear at widest point;x -set asside;x -set asside;x -set asside;x -set asside;x -set asside;x - collect data; but alyze team may need to assess photos;;,10/23/2022,2022 Ames,2022 Ames High,NA,779
22-A-1593912,2022,Ames,Ames B1,0,High,250,LC_2231,7.5,28,4,28,34,1593912,S8324,5/23/2022,NA,NA,NA,NA,NA,NA,NA,NA,36,125,6176,10.632,NA,3.884,2.324,NA,16,267,19.828,53,62.78,9.78,0.0798,76.11761646,10.0223789,4.755896081,1.944619582,1.515640743,NA,NA,;;;;;;;;;;;x - collect data; but alyze team may need to assess photos;;;,10/23/2022,2022 Ames,2022 Ames High,NA,S8324
